"wl","n","k"
0.3,2.112259241,0.210678625
0.305,2.103067312,0.160283606
0.31,2.093875382,0.114981445
0.315,2.084683453,0.059985154
0.32,2.075491524,0.032927564
0.325,2.066299595,0.009016357
0.33,2.057481496,0.002948626
0.335,2.049838922,0.001963293
0.34,2.042196347,0.002094992
0.345,2.034553773,0.002159535
0.35,2.028137698,0.002206173
0.355,2.023687811,0.002252811
0.36,2.019237924,0.00232133
0.365,2.014788037,0.002436737
0.37,2.01087869,0.002552144
0.375,2.008229736,0.00266755
0.38,2.005580782,0.002784716
0.385,2.002931828,0.002915344
0.39,2.000282874,0.003045972
0.395,1.997851678,0.003176599
0.4,1.995425809,0.003307227
0.405,1.99299994,0.003449891
0.41,1.990574071,0.003598576
0.415,1.988299721,0.003747262
0.42,1.986254178,0.003895948
0.425,1.984208635,0.004044634
0.43,1.982163092,0.004210147
0.435,1.980117549,0.004376423
0.44,1.978170151,0.0045427
0.445,1.976302407,0.004708977
0.45,1.974434662,0.004875254
0.455,1.972566918,0.005059384
0.46,1.970699174,0.00524406
0.465,1.968965464,0.005428735
0.47,1.967415909,0.005613411
0.475,1.965866354,0.005798086
0.48,1.964316799,0.005996891
0.485,1.962767244,0.006201991
0.49,1.961217689,0.00640709
0.495,1.959279941,0.00661219
0.5,1.957338016,0.006817289
0.505,1.955396091,0.007025045
0.51,1.953454167,0.007255771
0.515,1.951512242,0.007486497
0.52,1.949685532,0.007717223
0.525,1.948225659,0.007947949
0.53,1.946765787,0.008178675
0.535,1.945305915,0.008417349
0.54,1.943846043,0.008690395
0.545,1.94238617,0.00896344
0.55,1.940881305,0.009236486
0.555,1.939123621,0.009509532
0.56,1.937365937,0.009782577
0.565,1.935608253,0.010055623
0.57,1.933850569,0.010378219
0.575,1.932092885,0.010704815
0.58,1.930335201,0.01103141
0.585,1.928738222,0.011358005
0.59,1.927208103,0.0116846
0.595,1.925677983,0.012011195
0.6,1.924147864,0.01235119
0.605,1.922617744,0.012723061
0.61,1.921087625,0.013094933
0.615,1.919557506,0.013466804
0.62,1.917643111,0.013838676
0.625,1.915677851,0.014210547
0.63,1.913712591,0.014582419
0.635,1.911747331,0.014968172
0.64,1.909782071,0.015390004
0.645,1.90781681,0.015811837
0.65,1.90585155,0.016233669
0.655,1.903943936,0.016655502
0.66,1.902066004,0.017077334
0.665,1.900188071,0.017499167
0.67,1.898310139,0.017920999
0.675,1.896432207,0.018405101
0.68,1.894554274,0.018900345
0.685,1.892676342,0.019395588
0.69,1.890796436,0.019890832
0.695,1.888771294,0.020386076
0.7,1.886746152,0.02088132
0.705,1.88472101,0.021376564
0.71,1.882695869,0.021871808
0.715,1.880670727,0.022460473
0.72,1.878645585,0.023050737
0.725,1.876620443,0.023641002
0.73,1.874595302,0.024231266
0.735,1.872461114,0.02482153
0.74,1.870317231,0.025411795
0.745,1.868173348,0.026002059
0.75,1.866029465,0.026592324
0.755,1.863885582,0.027227539
0.76,1.861741699,0.027886196
0.765,1.859597816,0.028544853
0.77,1.857453933,0.029203509
0.775,1.855267672,0.029862166
0.78,1.853002252,0.030520823
0.785,1.850736832,0.031179479
0.79,1.848471413,0.031838136
0.795,1.846205993,0.032523697
0.8,1.843940573,0.033411278
0.805,1.841675153,0.034298858
0.81,1.839409734,0.035186439
0.815,1.837144314,0.036074019
0.82,1.834808297,0.036961599
0.825,1.832287676,0.03784918
0.83,1.829767055,0.03873676
0.835,1.827246434,0.039624341
0.84,1.824725813,0.040511921
0.845,1.822205193,0.041476169
0.85,1.819684572,0.042513122
0.855,1.817163951,0.043550075
0.86,1.81464333,0.044587028
0.865,1.812122709,0.045623981
0.87,1.80948088,0.046660933
0.875,1.80678016,0.047697886
0.88,1.80407944,0.048734839
0.885,1.801378719,0.049771792
0.89,1.798677999,0.050808745
0.895,1.795977279,0.051896604
0.9,1.793276558,0.053013541
0.905,1.790575838,0.054130479
0.91,1.787875117,0.055247416
0.915,1.785174397,0.056364353
0.92,1.78228607,0.05748129
0.925,1.779215061,0.058598228
0.93,1.776144051,0.059715165
0.935,1.773073042,0.060832102
0.94,1.770002032,0.061949039
0.945,1.766931023,0.063065977
0.95,1.763860013,0.064786401
0.955,1.760789004,0.066525415
0.96,1.757717994,0.068264429
0.965,1.754646985,0.070003444
0.97,1.751575975,0.071742458
0.975,1.748223179,0.073481472
0.98,1.744773969,0.075220487
0.985,1.741324759,0.076959501
0.99,1.737875549,0.078698515
0.995,1.734426339,0.080556399
1.,1.730977129,0.082670259
1.005,1.727527919,0.08478412
1.01,1.724078709,0.08689798
1.015,1.720629499,0.08901184
1.02,1.717180288,0.0911257
1.025,1.713731078,0.093239561
1.03,1.710144504,0.095353421
1.035,1.706306913,0.097467281
1.04,1.702469321,0.099705997
1.045,1.69863173,0.102448532
1.05,1.694794139,0.105191068
1.055,1.690956547,0.107933604
1.06,1.687118956,0.110676139
1.065,1.683281364,0.113418675
1.07,1.679443773,0.116161211
1.075,1.675606181,0.118903746
1.08,1.67176859,0.121646282
1.085,1.667930998,0.125440648
1.09,1.663886838,0.129762028
1.095,1.659351265,0.134083408
1.1,1.654815693,0.138404787
1.105,1.65028012,0.142726167
1.11,1.645744548,0.147047547
1.115,1.641208975,0.151368926
1.12,1.636673403,0.155690306
1.125,1.63213783,0.160403899
1.13,1.627602258,0.166445305
1.135,1.623066686,0.172486711
1.14,1.618531113,0.178528116
1.145,1.613995541,0.184569522
1.15,1.608928236,0.190610928
1.155,1.603658836,0.196652333
1.16,1.598389436,0.202693739
1.165,1.593120036,0.211912594
1.17,1.587850635,0.22224422
1.175,1.582581235,0.232575845
1.18,1.577311835,0.24290747
1.185,1.572042434,0.253239096
1.19,1.566773034,0.264182061
1.195,1.561503634,0.277492646
1.2,1.556507119,0.290803231
1.205,1.551904279,0.304113816
1.21,1.54730144,0.317424402
1.215,1.542698601,0.330734987
1.22,1.538095761,0.347575766
1.225,1.533492922,0.366091996
1.23,1.528890083,0.384608225
1.235,1.524287244,0.403124455
1.24,1.519684404,0.421640684
1.245,1.515081565,0.440945072
1.25,1.510478726,0.460784687
1.255,1.505875886,0.480624301
1.26,1.502107478,0.500463915
1.265,1.500035788,0.52030353
1.27,1.497964099,0.540143144
1.275,1.49589241,0.565004913
1.28,1.49382072,0.592284128
1.285,1.491749031,0.619563344
1.29,1.489677341,0.646842559
1.295,1.487605652,0.674121774
1.3,1.485533962,0.698274351
1.305,1.483462273,0.718388877
1.31,1.481390583,0.738503404
1.315,1.479318894,0.75861793
1.32,1.477247204,0.778732456
1.325,1.475175515,0.798846983
1.33,1.473103826,0.818961509
1.335,1.471862245,0.839076036
1.34,1.471245799,0.859190562
1.345,1.470629354,0.879305088
1.35,1.470012908,0.89721017
1.355,1.469396462,0.914759301
1.36,1.468780016,0.932308432
1.365,1.46816357,0.949857563
1.37,1.467547124,0.967406694
1.375,1.466930679,0.984955825
1.38,1.466314233,1.002504956
1.385,1.465697787,1.020054087
1.39,1.465081341,1.037603218
1.395,1.464464895,1.055152349
1.4,1.46384845,1.07270148
1.405,1.463232004,1.090250611
1.41,1.462615558,1.107799742
1.415,1.46239717,1.124636916
1.42,1.462204543,1.13974911
1.425,1.462011915,1.154861304
1.43,1.461819287,1.169973498
1.435,1.461626659,1.185085692
1.44,1.461434031,1.200197886
1.445,1.461241404,1.21531008
1.45,1.461048776,1.230422274
1.455,1.460856148,1.245534467
1.46,1.46066352,1.260646661
1.465,1.460470893,1.275758855
1.47,1.460278265,1.290871049
1.475,1.460085637,1.305983243
1.48,1.459893009,1.321095437
1.485,1.459700382,1.336207631
1.49,1.459507754,1.351319825
1.495,1.459565858,1.366432019
1.5,1.459632062,1.380237483
1.505,1.459698266,1.393529694
1.51,1.45976447,1.406821904
1.515,1.459830674,1.420114115
1.52,1.459896878,1.433406325
1.525,1.459963082,1.446698536
1.53,1.460029286,1.459990746
1.535,1.46009549,1.473282957
1.54,1.460161694,1.486575167
1.545,1.460227898,1.499867378
1.55,1.460294102,1.513159588
1.555,1.460360306,1.526451799
1.56,1.460426509,1.539744009
1.565,1.460492713,1.55303622
1.57,1.460558917,1.56632843
1.575,1.460625121,1.579620641
1.58,1.460691325,1.592912852
1.585,1.460826827,1.606009256
1.59,1.46097308,1.618139882
1.595,1.461119332,1.630270507
1.6,1.461265584,1.642401132
1.605,1.461411836,1.654531757
1.61,1.461558088,1.666662382
1.615,1.46170434,1.678793008
1.62,1.461850593,1.690923633
1.625,1.461996845,1.703054258
1.63,1.462143097,1.715184883
1.635,1.462289349,1.727315509
1.64,1.462435601,1.739446134
1.645,1.462581854,1.751576759
1.65,1.462728106,1.763707384
1.655,1.462874358,1.775838009
1.66,1.46302061,1.787968635
1.665,1.463166862,1.80009926
1.67,1.463313114,1.812229885
1.675,1.463470281,1.82436051
1.68,1.463651317,1.836328275
1.685,1.463832353,1.848181877
1.69,1.464013389,1.86003548
1.695,1.464194425,1.871889083
1.7,1.46437546,1.883742685
1.705,1.464556496,1.895596288
1.71,1.464737532,1.907449891
1.715,1.464918568,1.919303493
1.72,1.465099604,1.931157096
1.725,1.46528064,1.943010699
1.73,1.465461675,1.954864301
1.735,1.465642711,1.966717904
1.74,1.465823747,1.978571507
1.745,1.466004783,1.990425109
1.75,1.466185819,2.002278712
1.755,1.466366855,2.014132314
1.76,1.46654789,2.025985917
1.765,1.466728926,2.03783952
1.77,1.466909962,2.049693122
1.775,1.467111701,2.061546725
1.78,1.467323508,2.072643029
1.785,1.467535314,2.083670359
1.79,1.46774712,2.094697689
1.795,1.467958927,2.10572502
1.8,1.468170733,2.11675235
1.805,1.468382539,2.12777968
1.81,1.468594346,2.138807011
1.815,1.468806152,2.149834341
1.82,1.469017958,2.160861671
1.825,1.469229765,2.171889002
1.83,1.469441571,2.182916332
1.835,1.469653377,2.193943662
1.84,1.469865184,2.204970993
1.845,1.47007699,2.215998323
1.85,1.470288796,2.227025653
1.855,1.470500603,2.238052984
1.86,1.470712409,2.249080314
1.865,1.470924215,2.260107644
1.87,1.471136022,2.271134975
1.875,1.471347828,2.282162305
1.88,1.471575079,2.29313962
1.885,1.471804458,2.303611785
1.89,1.472033837,2.31408395
1.895,1.472263216,2.324556114
1.9,1.472492595,2.335028279
1.905,1.472721974,2.345500443
1.91,1.472951352,2.355972608
1.915,1.473180731,2.366444773
1.92,1.47341011,2.376916937
1.925,1.473639489,2.387389102
1.93,1.473868868,2.397861267
1.935,1.474098247,2.408333431
1.94,1.474327626,2.418805596
1.945,1.474557004,2.42927776
1.95,1.474786383,2.439749925
1.955,1.475015762,2.45022209
1.96,1.475245141,2.460694254
1.965,1.47547452,2.471166419
1.97,1.475703899,2.481638584
1.975,1.475933278,2.492110748
1.98,1.476162656,2.502582913
1.985,1.476392035,2.513055078
1.99,1.47668955,2.523511566
1.995,1.476997751,2.533602988
2.,1.477305951,2.543694409
2.005,1.477614152,2.553785831
2.01,1.477922353,2.563877252
2.015,1.478230554,2.573968674
2.02,1.478538754,2.584060095
2.025,1.478846955,2.594151517
2.03,1.479155156,2.604242939
2.035,1.479463357,2.61433436
2.04,1.479771557,2.624425782
2.045,1.480079758,2.634517203
2.05,1.480387959,2.644608625
2.055,1.48069616,2.654700046
2.06,1.48100436,2.664791468
2.065,1.481312561,2.674882889
2.07,1.481620762,2.684974311
2.075,1.481928963,2.695065733
2.08,1.482237163,2.705157154
2.085,1.482545364,2.715248576
2.09,1.482853565,2.725339997
2.095,1.483161766,2.735431419
2.1,1.483469966,2.74552284
2.105,1.483793464,2.755614262
2.11,1.484129129,2.765284588
2.115,1.484464793,2.77477295
2.12,1.484800457,2.784261313
2.125,1.485136121,2.793749675
2.13,1.485471785,2.803238037
2.135,1.485807449,2.812726399
2.14,1.486143114,2.822214761
2.145,1.486478778,2.831703124
2.15,1.486814442,2.841191486
2.155,1.487150106,2.850679848
2.16,1.48748577,2.86016821
2.165,1.487821434,2.869656572
2.17,1.488157099,2.879144934
2.175,1.488492763,2.888633297
2.18,1.488828427,2.898121659
2.185,1.489164091,2.907610021
2.19,1.489499755,2.917098383
2.195,1.489835419,2.926586745
2.2,1.490171084,2.936075107
2.205,1.490506748,2.94556347
2.21,1.490842412,2.955051832
2.215,1.491178076,2.964540194
2.22,1.49151374,2.974028556
2.225,1.491849405,2.983516918
2.23,1.492213584,2.99300528
2.235,1.492581609,3.002023757
2.24,1.492949634,3.011035212
2.245,1.493317659,3.020046666
2.25,1.493685684,3.029058121
2.255,1.494053709,3.038069575
2.26,1.494421734,3.04708103
2.265,1.494789759,3.056092485
2.27,1.495157784,3.065103939
2.275,1.495525808,3.074115394
2.28,1.495893833,3.083126848
2.285,1.496261858,3.092138303
2.29,1.496629883,3.101149758
2.295,1.496997908,3.110161212
2.3,1.497365933,3.119172667
2.305,1.497733958,3.128184121
2.31,1.498101983,3.137195576
2.315,1.498470008,3.146207031
2.32,1.498838033,3.155218485
2.325,1.499206057,3.16422994
2.33,1.499574082,3.173241394
2.335,1.499942107,3.182252849
2.34,1.500310132,3.191264304
2.345,1.500678157,3.200275758
2.35,1.501046182,3.209287213
2.355,1.501414207,3.218298667
2.36,1.501731147,3.227310122
2.365,1.502031642,3.23676044
2.37,1.502332136,3.246305812
2.375,1.502632631,3.255851183
2.38,1.502933126,3.265396555
2.385,1.50323362,3.274941927
2.39,1.503534115,3.284487299
2.395,1.50383461,3.294032671
2.4,1.504135104,3.303578043
2.405,1.504435599,3.313123414
2.41,1.504736094,3.322668786
2.415,1.505036588,3.332214158
2.42,1.505337083,3.34175953
2.425,1.505637578,3.351304902
2.43,1.505938072,3.360850274
2.435,1.506238567,3.370395645
2.44,1.506539062,3.379941017
2.445,1.506839556,3.389486389
2.45,1.507140051,3.399031761
2.455,1.507440546,3.408577133
2.46,1.50774104,3.418122505
2.465,1.508041535,3.427667876
2.47,1.50834203,3.437213248
2.475,1.508642525,3.44675862
2.48,1.508943019,3.456303992
2.485,1.509243514,3.465849364
2.49,1.509544009,3.475394736
2.495,1.509856728,3.484940107
2.5,1.51028045,3.494404209
